NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_24_PERCENT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
STIL.ST;STILLE;69.0;41.2;119;58.1;168;60.0;400;53.1;229;70.4;5.76;2.37;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STIL.ST;11;32001;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32001&marketid=11
STRAX.ST;STRAX;4.77;56.2;105;55.9;116;52.2;143;54.8;121;52.9;1.43;1.0;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;11;5116;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5116&marketid=11
STW.ST;SEATWIRL;14.25;70.0;153;61.8;252;61.1;308;64.3;237;47.1;4.06;-0.88;18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STW.ST;11;130457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130457&marketid=11
SUSW.ST;SURGICAL SCIENCE SWEDEN;55.5;77.8;113;75.0;131;75.0;131;75.9;125;55.6;2.72;2.35;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;N/A;N/A;N/A
SVED-B.ST;SVEDBERGS I DALSTORP B;36.6;50.0;100;42.1;91;47.4;116;46.5;102;45.9;0.98;-0.22;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;11;935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=935&marketid=11
SVIK.ST;STUDSVIK;37.6;66.7;116;50.0;118;47.4;321;54.7;185;48.6;2.86;0.0;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST;11;13094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13094&marketid=11
SVOL-A.ST;SVOLDER A;112.0;62.5;104;50.0;116;52.8;176;55.1;132;52.9;3.85;1.4;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;11;936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=936&marketid=11
SVOL-B.ST;SVOLDER B;94.6;70.0;102;66.7;131;63.6;227;66.8;153;71.9;2.77;1.86;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-B.ST;11;937;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=937&marketid=11
SWEC-A.ST;SWECO A;181.0;33.3;90;33.3;84;50.6;186;39.1;120;55.3;1.78;0.68;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST;11;1061;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1061&marketid=11
SWEC-B.ST;SWECO B;183.6;77.3;138;70.5;153;64.6;219;70.8;170;75.0;1.71;0.78;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-B.ST;11;1062;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1062&marketid=11
SWED-A.ST;SWEDBANK A;210.2;68.8;109;39.5;92;46.2;112;51.5;104;50.0;0.72;0.18;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWED-A.ST;11;120;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120&marketid=11
SWMA.ST;SWEDISH MATCH;370.0;69.2;112;58.1;112;59.1;128;62.1;117;60.6;1.41;0.39;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWMA.ST;11;361;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=361&marketid=11
SWOL-B.ST;SWEDOL B;33.4;68.8;126;47.1;132;54.5;239;56.8;165;53.1;3.01;0.78;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWOL-B.ST;11;55913;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55913&marketid=11
SYSR.ST;SYSTEMAIR;110.0;52.6;101;44.4;97;38.8;97;45.3;98;40.5;0.37;-0.44;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SYSR.ST;11;43007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43007&marketid=11
TALK.ST;TALKPOOL;39.8;60.9;185;62.2;195;63.9;258;62.3;212;65.5;3.59;1.8;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TALK.ST;11;122573;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122573&marketid=11
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;2.84;75.0;154;65.4;201;65.4;201;68.6;185;58.3;4.3;0.63;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;11;135872;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135872&marketid=11
TASTE.ST;MYTASTE;3.39;50.0;122;44.4;92;42.6;156;45.7;123;26.7;1.22;-1.76;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST;11;71541;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=71541&marketid=11
TCC.ST;TC CONNECT;28.4;80.0;149;61.9;122;61.9;122;67.9;131;70.0;4.25;1.74;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;11;139136;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139136&marketid=11
TCT.ST;TCT TECH SWEDEN;16.4;88.2;146;61.3;121;55.4;332;68.3;199;46.9;3.71;-0.77;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;11;115953;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115953&marketid=11
TEL2-A.ST;TELE2 A;97.6;61.1;109;66.7;118;69.4;194;65.7;140;68.6;2.3;1.47;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-A.ST;11;1026;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1026&marketid=11
TEL2-B.ST;TELE2 B;98.7;65.0;110;58.7;120;57.4;138;60.4;122;65.2;1.11;1.31;47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-B.ST;11;1027;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1027&marketid=11
TEONE.ST;TARGETEVERYONE;2.1;53.3;119;39.4;72;50.8;134;47.8;108;53.1;1.42;-0.04;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;11;110094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110094&marketid=11
TERRNT-B.ST;TERRANET HOLDING;11.92;60.0;176;55.6;163;55.6;163;57.1;167;50.0;-0.39;-0.6;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;11;138523;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138523&marketid=11
TETY.ST;TETHYS OIL;66.2;60.0;127;64.7;186;63.6;341;62.8;218;68.8;3.52;1.71;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TETY.ST;11;24588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=24588&marketid=11
TFBANK.ST;TF BANK;79.8;44.4;97;48.6;95;52.1;106;48.4;99;52.2;0.66;0.19;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;11;123340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123340&marketid=11
TGATE.NGM;THREE GATES;5.9;33.3;56;40.6;50;47.6;89;40.5;65;30.0;1.23;-2.92;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TGATE.NGM;N/A;N/A;N/A
THQN-B.ST;THQ NORDIC;155.0;70.0;253;63.0;456;66.0;617;66.3;442;75.0;8.23;2.81;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THQN-B.ST;11;128651;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128651&marketid=11
THULE.ST;THULE GROUP;185.1;73.3;104;62.1;120;60.0;150;65.1;124;65.6;1.91;1.04;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THULE.ST;11;104058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104058&marketid=11
TIEN.ST;TIETO;290.2;82.4;119;60.5;119;65.8;151;69.6;129;64.9;1.29;0.74;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TIEN.ST;11;4025;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4025&marketid=11
TLSN.ST;TELIA COMPANY;39.75;71.4;112;71.9;130;57.9;123;67.1;121;56.8;0.79;0.13;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TLSN.ST;N/A;N/A;N/A
TMG.ST;THE MARKETING GROUP;0.285;66.7;156;68.4;623;70.7;2095;68.6;958;57.1;6.0;1.37;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TMG.ST;11;122959;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122959&marketid=11
TOBII.ST;TOBII;38.5;68.4;163;66.7;241;65.2;383;66.8;262;63.6;3.78;1.76;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBII.ST;11;108332;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108332&marketid=11
TOBIN.ST;TOBIN PROPERTIES;22.5;64.3;151;61.3;175;57.9;158;61.2;161;44.4;-0.0;-0.43;19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;11;128463;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128463&marketid=11
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;110.0;36.8;103;34.1;101;33.3;42;34.7;82;37.8;-1.45;-0.22;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;11;104981;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104981&marketid=11
TRAC-B.ST;TRACTION B;169.0;63.2;112;55.3;149;60.0;240;59.5;167;58.8;2.57;0.48;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;11;4963;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4963&marketid=11
TRANS.ST;TRANSTEMA;27.6;71.4;180;70.0;314;66.7;1522;69.4;672;65.5;8.11;3.22;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRANS.ST;11;109528;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109528&marketid=11
TREL-B.ST;TRELLEBORG B;212.2;50.0;115;52.8;124;62.5;175;55.1;138;71.4;1.72;1.17;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TREL-B.ST;11;364;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=364&marketid=11
TRENT.ST;TRENTION;58.8;62.5;110;56.2;119;40.4;104;53.0;111;32.0;1.01;-0.72;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRENT.ST;11;2282;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2282&marketid=11
TROAX.ST;TROAX GROUP;241.5;65.0;110;69.4;177;56.9;290;63.8;192;60.0;3.67;1.55;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TROAX.ST;11;107899;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107899&marketid=11
UFLX-B.ST;UNIFLEX B;24.0;55.6;114;40.0;119;44.9;141;46.8;124;45.8;1.48;0.02;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UFLX-B.ST;11;36986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36986&marketid=11
ULED.NGM;UNI-LIGHT LED;2.28;30.8;-13;34.1;-11;34.5;-10;33.1;-11;17.9;-4.37;-4.87;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;N/A;N/A;N/A
UNIBAP.ST;UNIBAP;53.7;50.0;128;56.7;268;56.7;268;54.5;221;57.1;9.26;0.96;15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;11;135385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135385&marketid=11
UTG.ST;UNLIMITED TRAVEL GROUP;34.3;52.9;120;51.6;141;50.8;214;51.8;158;50.0;2.2;0.6;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;11;37471;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37471&marketid=11
VBG-B.ST;VBG B;136.2;76.9;129;59.4;153;58.2;226;64.8;169;60.6;3.02;1.15;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VBG-B.ST;11;942;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=942&marketid=11
VEMF-SDB.ST;VOSTOK EMERGING FINANCE SDR;2.15;66.7;122;53.8;130;56.0;195;58.8;149;66.7;2.91;1.12;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VEMF-SDB.ST;11;110742;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110742&marketid=11
VERI.ST;VERISEC;105.0;77.3;174;61.4;245;65.4;332;68.0;250;68.0;3.53;1.34;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VERI.ST;11;104860;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104860&marketid=11
VICO.ST;VICORE PHARMA HOLDING;16.95;80.0;160;64.3;301;51.9;809;65.4;423;46.2;9.72;-1.06;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICO.ST;11;116629;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116629&marketid=11
VICP.ST;VICTORIA PARK;33.0;42.1;100;48.6;120;52.2;228;47.6;149;52.9;2.97;0.33;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP.ST;N/A;N/A;N/A
VICP-B.ST;VICTORIA PARK B;32.6;61.5;106;62.1;133;61.4;294;61.7;177;60.7;4.16;1.38;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-B.ST;11;100963;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100963&marketid=11
VICP-PREF.ST;VICTORIA PARK PRF;317.0;36.8;92;37.8;97;40.8;107;38.5;98;45.7;0.43;-0.08;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-PREF.ST;11;95710;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=95710&marketid=11
VIT-B.ST;VITEC SOFTWARE GROUP B;80.6;57.9;110;51.4;133;52.2;218;53.8;153;45.5;2.57;0.0;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VIT-B.ST;11;5177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5177&marketid=11
VITR.ST;VITROLIFE;587.0;63.2;103;61.8;159;69.4;418;64.8;226;77.1;3.99;1.83;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VITR.ST;11;13469;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13469&marketid=11
VNV-SDB.ST;VOSTOK NEW VENTURES SDR;74.8;52.6;97;51.4;99;59.4;185;54.5;127;61.8;2.26;0.97;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VNV-SDB.ST;11;41044;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41044&marketid=11
VOLO.ST;VOLATI;46.5;50.0;122;48.7;155;50.0;155;49.6;144;40.0;1.13;0.0;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO.ST;11;129150;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129150&marketid=11
VOLO-PREF.ST;VOLATI PRF;648.0;33.3;98;40.0;105;37.5;113;36.9;105;48.1;0.88;0.0;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO-PREF.ST;11;110084;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110084&marketid=11
VOLV-A.ST;VOLVO A;154.6;69.2;106;65.7;125;67.1;210;67.3;147;75.0;2.71;0.99;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-A.ST;11;365;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=365&marketid=11
VOLV-B.ST;VOLVO B;154.3;58.8;108;62.8;125;60.2;201;60.6;144;67.5;2.2;0.47;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-B.ST;N/A;N/A;N/A
VRG-B.ST;VENUE B;1.33;47.4;99;45.2;98;49.2;167;47.3;121;46.9;2.54;-0.79;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VRG-B.ST;11;946;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=946&marketid=11
VSSAB-B.ST;VIKING SUPPLY SHIPS;23.5;77.8;225;50.0;164;50.0;342;59.3;243;43.8;2.77;-0.62;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST;11;964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=964&marketid=11
WALL-B.ST;WALLENSTAM B;76.75;53.3;102;59.5;115;61.6;138;58.1;118;58.3;1.11;0.49;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WALL-B.ST;11;945;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=945&marketid=11
WESC.ST;WESC;0.1345;44.4;117;45.2;107;39.0;47;42.9;90;20.0;-2.75;-2.56;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;11;55316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55316&marketid=11
WIHL.ST;WIHLBORGS FASTIGHETER;195.4;76.9;103;75.9;132;72.1;177;75.0;137;70.0;1.96;0.75;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WIHL.ST;11;29759;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=29759&marketid=11
WINT.ST;WEST INTERNATIONAL;13.0;66.7;117;65.5;221;60.0;323;64.1;220;74.2;4.01;1.7;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WINT.ST;11;43370;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43370&marketid=11
WISE.ST;WISE GROUP;52.8;37.5;111;36.8;111;43.9;142;39.4;121;45.0;1.04;-0.39;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WISE.ST;11;40017;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40017&marketid=11
WTX.ST;WILSON THERAPEUTICS SHS;144.8;62.5;184;61.1;236;61.3;577;61.6;332;63.3;6.46;1.74;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WTX.ST;11;121819;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121819&marketid=11
XACT.ST;XACT OMX30 ETF;185.04;54.5;100;48.5;97;59.7;126;54.2;107;63.6;1.08;0.34;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT.ST;N/A;N/A;N/A
XACT-BEAR.ST;XACT BEAR ETF;64.18;50.0;110;47.4;112;51.2;107;49.5;109;41.5;0.34;-0.22;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;N/A;N/A;N/A
XACT-BEAR-2.ST;XACT BEAR2 ETF;54.65;50.0;110;52.8;126;58.8;147;53.9;127;53.8;0.7;0.13;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR-2.ST;N/A;N/A;N/A
XACT-BULL.ST;XACT BULL ETF;351.75;60.0;104;54.5;115;57.1;155;57.2;124;62.2;1.51;0.7;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL.ST;N/A;N/A;N/A
XACT-BULL-2.ST;XACT BULL2 ETF;655.3;66.7;102;67.7;119;63.4;170;65.9;130;64.7;2.19;1.36;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL-2.ST;N/A;N/A;N/A
XACTHDIV.ST;XACTHDIV ETF;112.52;70.0;105;60.0;105;60.0;105;63.3;105;57.1;0.65;0.27;15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;N/A;N/A;N/A
XACT-NORDEN-30.ST;XACT NORDEN 30 ETF;113.64;52.9;98;46.2;103;51.9;110;50.3;103;55.0;0.67;0.22;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-NORDEN-30.ST;N/A;N/A;N/A
XACT-OMXSB-UTD.ST;XACT OMXSB Utd ETF;433.45;61.5;102;51.7;106;64.6;147;59.3;118;71.9;1.5;1.21;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-OMXSB-UTD.ST;N/A;N/A;N/A
XACT-SMABOLAG.ST;XACT SVENSKA SMABOLAG UCITS ETF;140.2;84.6;107;66.7;118;65.1;144;72.1;123;74.2;1.32;0.96;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-SMABOLAG.ST;N/A;N/A;N/A
XANO-B.ST;XANO INDUSTRI B;214.0;70.0;155;75.0;271;65.8;445;70.3;290;64.9;4.57;2.14;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XANO-B.ST;11;1074;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1074&marketid=11
XBRANE.ST;XBRANE BIOPHARMA;58.5;65.0;172;55.3;306;61.3;437;60.5;305;56.7;5.37;0.74;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XBRANE.ST;11;118813;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=118813&marketid=11
XESC.ST;DBX ES50 DR 1C ETF;476.25;87.5;103;68.8;109;72.2;112;76.2;108;50.0;1.18;0.13;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;N/A;N/A;N/A
XINT.ST;XINTELA;3.2;50.0;104;46.4;110;48.1;201;48.2;138;42.3;2.6;-0.79;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;11;120379;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120379&marketid=11
XMEM.ST;DB X-TRACKERS MSCI EM ETF;414.4;63.6;114;64.0;115;63.5;121;63.7;116;80.0;1.07;0.7;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMEM.ST;N/A;N/A;N/A
XMR.ST;XMREALITY;7.5;70.0;121;73.9;167;73.9;167;72.6;151;72.7;3.05;1.75;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMR.ST;11;136337;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136337&marketid=11
XMWO.ST;DBX MSCI WORLD ETF;487.8;70.0;106;46.9;106;53.1;120;56.7;110;64.5;0.94;0.51;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMWO.ST;N/A;N/A;N/A
XSPX.ST;DB X-TRACKERS S&P 500 ETF;400.55;70.0;109;60.0;107;59.3;130;63.1;115;61.5;1.36;0.77;26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XSPX.ST;N/A;N/A;N/A
XVIVO.ST;XVIVO PERFUS;88.8;77.8;113;64.7;127;55.0;213;65.8;151;59.0;2.05;0.26;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XVIVO.ST;11;90126;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90126&marketid=11
ZAPLOX.ST;ZAPLOX;4.72;86.7;218;82.4;259;82.4;259;83.8;245;85.7;7.92;5.01;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZAPLOX.ST;11;139106;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139106&marketid=11
ZETA.ST;ZETA DISPLAY;18.05;56.2;138;60.6;213;56.5;557;57.8;302;53.3;6.24;0.67;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA.ST;11;81310;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81310&marketid=11
ZETA-PREF.ST;ZETADISPLAY PRF;122.0;66.7;98;52.9;108;52.9;108;57.5;104;57.1;1.37;0.49;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA-PREF.ST;11;128461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128461&marketid=11
ZZ-B.ST;ZINZINO AB;8.56;38.1;77;39.5;85;45.9;109;41.2;90;38.9;0.64;-0.55;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;11;77836;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77836&marketid=11
